prop_type,purpose,covered_area,price,location,beds,baths,amenities
Commercial Plot,For Rent,600 Sq. Yd.,400000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Rent,600 Sq. Yd.,975000,"Clifton, Karachi, Sindh",-,-,"Possesion
Park Facing
Sewerage
Electricity
Water Supply
Sui Gas,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants"
Commercial Plot,For Rent,600 Sq. Yd.,500000,"Jamshed Town, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Rent,"2,200 Sq. Yd.",1500000,"Clifton, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Sewerage,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service,Security Staff
Other Facilities"
Commercial Plot,For Rent,600 Sq. Yd.,350000,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply
Boundary Wall"
Residential Plot,For Rent,"1,000 Sq. Yd.",900000,"Amir Khusro, Karachi, Sindh",-,-,
Residential Plot,For Rent,600 Sq. Yd.,175000,"North Nazimabad, Karachi, Sindh",-,-,"Possesion
Balloted
Sewerage
Electricity
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Industrial Land,For Rent,"19,360 Sq. Yd.",900000,"Bin Qasim Town, Karachi, Sindh",-,-,
Industrial Land,For Rent,"2,000 Sq. Yd.",350000,"Korangi, Karachi, Sindh",-,-,
Commercial Plot,For Rent,240 Sq. Yd.,200000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Nearby Public Transport Service,Security Staff"
Commercial Plot,For Rent,"1,100 Sq. Yd.",550000,"University Road, Karachi, Sindh",-,-,"Possesion
Corner
Sewerage
Electricity
Water Supply
Sui Gas,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Commercial Plot,For Rent,926 Sq. Yd.,800000,"Gulshan-e-Iqbal Town, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places"
Residential Plot,For Rent,200 Sq. Yd.,150000,"Scheme 33, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Commercial Plot,For Rent,600 Sq. Yd.,525000,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Commercial Plot,For Rent,800 Sq. Yd.,950000,"Clifton, Karachi, Sindh",-,-,"Possesion
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Commercial Plot,For Rent,300 Sq. Yd.,350000,"Gulshan-e-Iqbal Town, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Commercial Plot,For Rent,850 Sq. Yd.,600000,"North Nazimabad, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Commercial Plot,For Rent,600 Sq. Yd.,150000,"North Karachi, Karachi, Sindh",-,-,Security Staff
Flat,For Rent,183 Sq. Yd.,160000,"Clifton, Karachi, Sindh",3 Beds,4 Baths,"Built in year
Parking Spaces: 02
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Service Elevators in Building
Other Main Features,Bedrooms: 03
Bathrooms: 5
Servant Quarters: 01,,,,,"
Upper Portion,For Rent,500 Sq. Yd.,210000,"DHA Defence, Karachi, Sindh",3 Beds,4 Baths,"Built in year: 2015
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 4
Servant Quarters: 1,,,,,"
House,For Rent,500 Sq. Yd.,600000,"DHA Defence, Karachi, Sindh",5 Beds,6 Baths,"Built in year: 2022
Parking Spaces: 3
Double Glazed Windows
Central Air Conditioning
Flooring
Electricity Backup
Floors: 1
Other Main Features,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 2,,,,"
House,For Rent,500 Sq. Yd.,600000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2022
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2,Bedrooms: 6
Bathrooms: 7
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens: 3,,,,,"
Flat,For Rent,"2,448 Sq. Yd.",310000,"DHA Defence, Karachi, Sindh",3 Beds,5 Baths,"Built in year: 2021
Parking Spaces: 1
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building: 25
Elevators: 4
Service Elevators in Building
Other Main Features,,,,,,"
House,For Rent,300 Sq. Yd.,400000,"Jamshed Town, Karachi, Sindh",8 Beds,7 Baths,"Built in year
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 8
Bathrooms: 6
Servant Quarters,,,,,"
House,For Rent,"1,500 Sq. Yd.",1600000,"Gulshan-e-Iqbal Town, Karachi, Sindh",10 Beds,6 Baths,"Built in year: 1990
Parking Spaces: 20
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Furnished,Bedrooms: 8
Bathrooms: 8
Servant Quarters: 1,,,,,"
House,For Rent,350 Sq. Yd.,170000,"Malir, Karachi, Sindh",4 Beds,5 Baths,"Built in year: 2024
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 1
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 2,,,,,"
House,For Rent,300 Sq. Yd.,330000,"DHA Defence, Karachi, Sindh",4 Beds,6 Baths,"Built in year: 2010
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 4
Bathrooms: 5
Servant Quarters: 1,,,,,"
House,For Rent,500 Sq. Yd.,550000,"DHA Defence, Karachi, Sindh",6 Beds,-,"Parking Spaces: 3
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 6
Bathrooms: 8
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens: 2,,,,,"
House,For Rent,100 Sq. Yd.,190000,"DHA Defence, Karachi, Sindh",4 Beds,4 Baths,"Built in year: 2015
Parking Spaces: 10
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal,Bedrooms: 4
Bathrooms: 4
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 1,,,,,"
House,For Rent,500 Sq. Yd.,550000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2023
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 6
Bathrooms: 6
Servant Quarters: 2,,,,,"
Flat,For Rent,106 Sq. Yd.,90,"DHA Defence, Karachi, Sindh",2 Beds,2 Baths,"Flooring
Electricity Backup
Floor: 2
Floors in Building: 4
Other Main Features,Bedrooms: 2
Bathrooms: 2
Drawing Room
Dining Room,Other Business and Communication Facilities,,,"
Upper Portion,For Rent,500 Sq. Yd.,250000,"DHA Defence, Karachi, Sindh",4 Beds,4 Baths,"Built in year
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 4
Bathrooms: 4
Servant Quarters,,,,,"
Lower Portion,For Rent,"1,000 Sq. Yd.",500000,"Shahra-e-Faisal, Karachi, Sindh",6 Beds,5 Baths,"Built in year: 2015
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Waste Disposal
Floors
Other Main Features,Bedrooms
Bathrooms
Servant Quarters
Drawing Room
Dining Room
Kitchens,,,,"
House,For Rent,500 Sq. Yd.,500000,"DHA Defence, Karachi, Sindh",8 Beds,6 Baths,"Built in year: 2024
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 5
Servant Quarters: 1,,,,,"
House,For Rent,200 Sq. Yd.,45,"Bahria Town Karachi, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2024
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring,Broadband Internet Access
Satellite or Cable TV Ready,Community Lawn or Garden
Community Gym
First Aid or Medical Centre,,"
House,For Rent,"2,000 Sq. Yd.",1500000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2025
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 3
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 7
Servant Quarters: 2,,,,,"
House,For Rent,500 Sq. Yd.,500000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2025
Parking Spaces: 3
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 6
Bathrooms: 7
Servant Quarters: 2,,,,,"
House,For Rent,600 Sq. Yd.,400000,"DHA Defence, Karachi, Sindh",5 Beds,6 Baths,"Built in year: 2024
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 5
Servant Quarters: 2,,,,,"
House,For Rent,500 Sq. Yd.,509999,"DHA Defence, Karachi, Sindh",5 Beds,6 Baths,"Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 2,,,,,"
House,For Rent,500 Sq. Yd.,560000,"DHA Defence, Karachi, Sindh",5 Beds,6 Baths,"Built in year: 2024
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 3,,,,,"
Upper Portion,For Rent,400 Sq. Yd.,120000,"Gulshan-e-Iqbal Town, Karachi, Sindh",4 Beds,4 Baths,"Built in year: 2024
Parking Spaces: 3
Double Glazed Windows
Central Heating
Flooring
Waste Disposal
Floors: 2,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 2,,"
Flat,For Rent,222 Sq. Yd.,70,"Clifton, Karachi, Sindh",4 Beds,4 Baths,"Built in year: 2024
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 2,,,,,"
House,For Rent,500 Sq. Yd.,600000,"Clifton, Karachi, Sindh",6 Beds,7 Baths,"Built in year: 2020
Parking Spaces: 6
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features,Bedrooms: 7
Bathrooms: 7
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens: 1,,,,"
Flat,For Rent,167 Sq. Yd.,58,"University Road, Karachi, Sindh",3 Beds,3 Baths,"Built in year
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
House,For Rent,500 Sq. Yd.,480000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2022
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 6
Servant Quarters: 1,,,,,"
Flat,For Rent,317 Sq. Yd.,415000,"Civil Lines, Karachi, Sindh",4 Beds,5 Baths,"Parking Spaces: 2
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 1
Elevators: 2
Service Elevators in Building
Furnished,Bedrooms: 4
Bathrooms: 5
Drawing Room,,,,,"
Upper Portion,For Rent,500 Sq. Yd.,220000,"DHA Defence, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2025
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1,,,,,"
House,For Rent,"2,000 Sq. Yd.",1500000,"DHA Defence, Karachi, Sindh",5 Beds,6 Baths,"Built in year: 2021
Parking Spaces
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 1,,,,,"
House,For Rent,500 Sq. Yd.,550000,"DHA Defence, Karachi, Sindh",6 Beds,-,"Built in year: 2024
Parking Spaces: 3
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 7
Servant Quarters: 1,,,,,"
Flat,For Rent,50 Sq. Yd.,65,"DHA Defence, Karachi, Sindh",1 Bed,1 Bath,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places"
House,For Rent,350 Sq. Yd.,180000,"Malir, Karachi, Sindh",4 Beds,5 Baths,"Built in year: 2025
Parking Spaces: 2
Double Glazed Windows
Flooring
Electricity Backup
Floors: 2,Bedrooms: 4
Bathrooms: 5
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 1
Store Rooms: 1
Other Rooms,,,,"
House,For Rent,500 Sq. Yd.,220000,"Malir, Karachi, Sindh",5 Beds,5 Baths,"Built in year: 2025
Parking Spaces: 2
Double Glazed Windows
Flooring
Electricity Backup
Floors: 2
Other Main Features,Bedrooms: 5
Bathrooms: 5
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 1,,,,,"
House,For Rent,272 Sq. Yd.,40,"Bahria Town Karachi, Karachi, Sindh",5 Beds,5 Baths,"Parking Spaces
Double Glazed Windows
Flooring
Electricity Backup,Bedrooms: 5
Bathrooms: 5
Drawing Room
Dining Room
Kitchens: 2,Community Lawn or Garden
Community Swimming Pool,,"
House,For Rent,500 Sq. Yd.,375000,"DHA Defence, Karachi, Sindh",-,-,"Built in year: 2025
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 1
Furnished,Bedrooms: 6
Bathrooms: 8
Servant Quarters: 2,,,,,"
Flat,For Rent,106 Sq. Yd.,70,"DHA Defence, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 2012
Parking Spaces: 1
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 2
Floors in Building: 4
Elevators: 12
Other Main Features
Furnished,,,,,,"
House,For Rent,200 Sq. Yd.,45,"Bahria Town Karachi, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2025
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1,,,,,"
House,For Rent,272 Sq. Yd.,100000,"Bahria Town Karachi, Karachi, Sindh",4 Beds,4 Baths,"Broadband Internet Access
Satellite or Cable TV Ready,Community Lawn or Garden
Community Gym
First Aid or Medical Centre
Day Care Centre
Kids Play Area
Barbeque Area
Mosque
Community Centre,,"
Flat,For Rent,106 Sq. Yd.,25,"Bahria Town Karachi, Karachi, Sindh",2 Beds,2 Baths,"Broadband Internet Access
Satellite or Cable TV Ready
ATM Machines,Community Lawn or Garden
Community Gym
First Aid or Medical Centre
Day Care Centre
Kids Play Area
Barbeque Area
Mosque
Community Centre,,"
Flat,For Rent,194 Sq. Yd.,200000,"Frere Town, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2014
Parking Spaces: 2
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor: 2
Floors in Building: 3
Elevators: 4,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1,,,,"
Flat,For Rent,189 Sq. Yd.,150000,"Clifton, Karachi, Sindh",3 Beds,3 Baths,"Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places"
House,For Rent,"1,000 Sq. Yd.",800000,"DHA Defence, Karachi, Sindh",9 Beds,6 Baths,"Built in year: 2020
Parking Spaces: 9
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 9
Bathrooms: 10
Servant Quarters: 2,,,,,"
House,For Rent,150 Sq. Yd.,280000,"DHA Defence, Karachi, Sindh",5 Beds,6 Baths,"Built in year: 2015
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 6
Servant Quarters: 1,,,,,"
House,For Rent,"2,200 Sq. Yd.",2500000,"Jamshed Town, Karachi, Sindh",10 Beds,-,"Built in year: 2018
Parking Spaces
Flooring
Electricity Backup
Floors
Furnished,Bedrooms: 7
Bathrooms: 7
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens: 2
Study Room
Prayer Room
Powder Room,,,"
House,For Rent,500 Sq. Yd.,600000,"DHA Defence, Karachi, Sindh",5 Beds,6 Baths,"Built in year: 2
Parking Spaces: 5
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 1,,,,,"
House,For Rent,700 Sq. Yd.,750000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2024
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 6
Bathrooms: 7
Servant Quarters: 2,,,,,"
House,For Rent,500 Sq. Yd.,350000,"DHA Defence, Karachi, Sindh",4 Beds,5 Baths,"Built in year: 2025
Parking Spaces: 6
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 3
Furnished,Bedrooms: 4
Bathrooms: 5
Servant Quarters: 1,,,,,"
House,For Rent,"2,000 Sq. Yd.",1500000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2025
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 3
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 7
Servant Quarters: 2,,,,,"
House,For Rent,500 Sq. Yd.,500000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2025
Parking Spaces: 3
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 6
Bathrooms: 7
Servant Quarters: 2,,,,,"
Flat,For Rent,444 Sq. Yd.,300000,"Civil Lines, Karachi, Sindh",3 Beds,4 Baths,"Parking Spaces: 2
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Flooring
Electricity Backup
Waste Disposal
Floor: 1
Elevators: 3
Service Elevators in Building,Bedrooms: 4
Bathrooms: 5
Drawing Room,,,,,"
House,For Rent,272 Sq. Yd.,95,"Bahria Town Karachi, Karachi, Sindh",4 Beds,4 Baths,"Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Furnished,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 1,,,,,"
House,For Rent,100 Sq. Yd.,229999,"DHA Defence, Karachi, Sindh",4 Beds,4 Baths,"Built in year: 2025
Parking Spaces
Flooring
Electricity Backup
Floors: 2
Other Main Features,Bedrooms
Bathrooms
Servant Quarters
Drawing Room
Dining Room
Kitchens
Study Room
Prayer Room
Powder Room,,,,,"
House,For Rent,275 Sq. Yd.,349000,"Jamshed Town, Karachi, Sindh",6 Beds,7 Baths,"Built in year: 2013
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 7
Bathrooms: 7
Servant Quarters,,,,,"
Flat,For Rent,243 Sq. Yd.,290000,"DHA Defence, Karachi, Sindh",3 Beds,5 Baths,"Built in year: 2021
Parking Spaces: 2
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 20
Floors in Building: 25
Elevators: 4
Service Elevators in Building
Other Main Features,,,"
Flat,For Rent,100 Sq. Yd.,110000,"DHA Defence, Karachi, Sindh",2 Beds,3 Baths,"Built in year: 2025
Parking Spaces: 3
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 3
Floors in Building: 4
Elevators: 1
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Rent,50 Sq. Yd.,120000,"DHA Defence, Karachi, Sindh",-,1 Bath,"Built in year: 2020
Parking Spaces: 1
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 1
Floors in Building: 4
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
House,For Rent,"1,000 Sq. Yd.",2000000,"DHA Defence, Karachi, Sindh",9 Beds,4 Baths,"Built in year: 2015
Parking Spaces: 6
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 1
Other Main Features
Furnished,Bedrooms: 9
Bathrooms: 10
Servant Quarters: 2,,,,,"
Flat,For Rent,78 Sq. Yd.,220000,"DHA Defence, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 2025
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 2
Floors in Building: 4
Elevators: 1
Service Elevators in Building
Other Main Features
Furnished,,,,,"
Flat,For Rent,50 Sq. Yd.,110000,"DHA Defence, Karachi, Sindh",-,2 Baths,"Built in year: 2022
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 3
Floors in Building: 4
Furnished,Bedrooms: 2
Bathrooms: 2
Kitchens: 1,,,,"
House,For Rent,100 Sq. Yd.,225000,"DHA Defence, Karachi, Sindh",4 Beds,5 Baths,"Built in year: 2024
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring,Bedrooms: 4
Bathrooms: 4
Drawing Room
Kitchens
Prayer Room
Store Rooms,Broadband Internet Access
Satellite or Cable TV Ready,,"
House,For Rent,350 Sq. Yd.,27,"Bahria Town Karachi, Karachi, Sindh",4 Beds,4 Baths,"Built in year: 2024
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 4
Bathrooms: 4
Servant Quarters: 1,,,,,"
Flat,For Rent,189 Sq. Yd.,150000,"Clifton, Karachi, Sindh",3 Beds,3 Baths,"Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places"
Flat,For Rent,167 Sq. Yd.,65,"North Nazimabad, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2005
Lobby in Building
Flooring
Electricity Backup
Floor: 3
Floors in Building: 4
Elevators
Service Elevators in Building,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Lounge or Sitting Room,,,,"
House,For Rent,"1,000 Sq. Yd.",1099000,"DHA Defence, Karachi, Sindh",4 Beds,5 Baths,"Parking Spaces: 6
Flooring,Bedrooms: 4
Bathrooms: 5
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens: 2
Study Room
Powder Room
Store Rooms: 2
Lounge or Sitting Room,,,,"
Flat,For Rent,106 Sq. Yd.,75,"DHA Defence, Karachi, Sindh",2 Beds,3 Baths,"Built in year: 2025
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 1
Floors in Building: 4
Other Main Features,Bedrooms: 2
Bathrooms: 3
Drawing Room,,,,"
Farm House,For Rent,"3,000 Sq. Yd.",25,"Gadap Town, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 2024
Parking Spaces
Flooring
Electricity Backup
Waste Disposal
Furnished,Bedrooms: 2
Bathrooms: 2
Servant Quarters: 1
Dining Room
Kitchens: 1
Prayer Room
Store Rooms: 1
Lounge or Sitting Room,,,"
House,For Rent,"1,000 Sq. Yd.",1200000,"DHA Defence, Karachi, Sindh",4 Beds,5 Baths,"Built in year: 2025
Parking Spaces: 5
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 1
Other Main Features
Furnished,Bedrooms: 4
Bathrooms: 5
Servant Quarters: 2,,,,,"
